village_id,village_name,household_id,surveyor_id,survey_date,monthly_income,meals_per_day,food_source_type,food_insecure_months_per_year,child_malnutrition_yn,household_size,ration_card_yn,clean_water_access_yn,crop_failure_last_3yr,food_aid_receipt_yn,pds_access_yn,caloric_intake_score,vulnerability_label
V_001,Bari,HH_V_001_080,SRV_002,2025-01-15,4004,2,Self-grown,5,1,4,1,0,0,1,0,2,97
V_001,Bari,HH_V_001_081,SRV_004,2025-01-15,9292,1,Self-grown,5,1,7,1,0,1,1,1,19,80
V_001,Bari,HH_V_001_082,SRV_005,2025-01-15,4559,2,Self-grown,5,0,5,1,0,1,1,0,8,91
V_001,Bari,HH_V_001_083,SRV_002,2025-01-15,1354,1,Self-grown,6,1,6,0,0,1,1,0,0,100
V_001,Bari,HH_V_001_084,SRV_003,2025-01-15,4794,2,PDS/Ration,7,1,3,1,0,1,1,1,13,86
V_001,Bari,HH_V_001_085,SRV_003,2025-01-15,6321,1,Self-grown,5,1,3,1,0,3,1,1,17,82
V_001,Bari,HH_V_001_086,SRV_002,2025-01-15,6816,1,Self-grown,7,1,6,1,0,1,1,1,10,89
V_001,Bari,HH_V_001_087,SRV_006,2025-01-15,8700,2,PDS/Ration,4,1,5,1,0,2,0,1,27,72
V_001,Bari,HH_V_001_088,SRV_004,2025-01-15,7357,2,Self-grown,5,1,5,0,0,0,1,1,14,85
V_001,Bari,HH_V_001_089,SRV_004,2025-01-15,9782,2,Self-grown,4,1,4,1,0,0,0,1,29,70
V_001,Bari,HH_V_001_090,SRV_003,2025-01-15,9344,2,PDS/Ration,6,1,5,1,0,0,0,1,21,78
V_001,Bari,HH_V_001_091,SRV_007,2025-01-15,12992,2,PDS/Ration,5,1,4,0,1,0,0,1,33,66
V_001,Bari,HH_V_001_092,SRV_004,2025-01-15,14138,2,PDS/Ration,4,1,5,1,1,0,0,1,36,63
V_001,Bari,HH_V_001_093,SRV_002,2025-01-15,13008,2,Self-grown,5,1,6,1,1,2,0,1,31,68
V_001,Bari,HH_V_001_094,SRV_008,2025-01-15,4518,2,Self-grown,8,1,6,0,0,0,1,0,0,100
V_001,Bari,HH_V_001_095,SRV_002,2025-01-15,5001,1,PDS/Ration,5,1,6,1,0,0,1,0,0,99
V_001,Bari,HH_V_001_096,SRV_008,2025-01-15,11411,2,Self-grown,4,0,6,1,1,0,0,1,31,68
V_001,Bari,HH_V_001_097,SRV_003,2025-01-15,9476,2,PDS/Ration,5,1,4,1,0,1,0,1,27,72
V_001,Bari,HH_V_001_098,SRV_009,2025-01-15,3386,2,PDS/Ration,7,1,5,1,0,2,1,0,7,92
V_001,Bari,HH_V_001_099,SRV_004,2025-01-15,15146,2,Self-grown,5,0,4,1,1,0,0,1,43,56
V_002,Gopalpur,HH_V_002_000,SRV_001,2025-01-15,4089,2,Self-grown,5,1,4,1,0,2,1,0,3,96
V_002,Gopalpur,HH_V_002_001,SRV_004,2025-01-15,7423,1,PDS/Ration,5,1,5,1,0,3,1,1,15,84
V_002,Gopalpur,HH_V_002_002,SRV_006,2025-01-15,8471,1,Self-grown,5,0,5,0,0,1,1,1,18,81
V_002,Gopalpur,HH_V_002_003,SRV_004,2025-01-15,2440,1,Self-grown,8,1,6,0,0,0,1,0,0,100
V_002,Gopalpur,HH_V_002_004,SRV_009,2025-01-15,9019,2,Self-grown,5,1,6,1,0,0,0,1,22,77
V_002,Gopalpur,HH_V_002_005,SRV_003,2025-01-15,11269,2,Self-grown,5,1,4,0,1,0,0,1,32,67
V_002,Gopalpur,HH_V_002_006,SRV_002,2025-01-15,1466,2,PDS/Ration,8,1,4,1,0,3,1,0,0,100
V_002,Gopalpur,HH_V_002_007,SRV_008,2025-01-15,11735,2,Self-grown,5,0,7,1,1,1,0,1,34,65
V_002,Gopalpur,HH_V_002_008,SRV_009,2025-01-15,6025,1,PDS/Ration,7,1,4,1,0,2,1,0,9,90
V_002,Gopalpur,HH_V_002_009,SRV_008,2025-01-15,3308,1,Self-grown,6,1,5,1,0,1,1,0,0,99
V_002,Gopalpur,HH_V_002_010,SRV_007,2025-01-15,1274,1,Self-grown,8,1,5,0,0,3,1,0,0,100
V_002,Gopalpur,HH_V_002_011,SRV_005,2025-01-15,4372,2,Self-grown,6,1,5,1,0,2,1,0,9,90
V_002,Gopalpur,HH_V_002_012,SRV_008,2025-01-15,4126,1,Self-grown,6,1,5,1,0,0,1,0,1,98
V_002,Gopalpur,HH_V_002_013,SRV_005,2025-01-15,4796,2,PDS/Ration,5,0,5,1,0,2,1,1,11,88
V_002,Gopalpur,HH_V_002_014,SRV_007,2025-01-15,4056,2,PDS/Ration,6,1,4,1,0,0,1,0,6,93
V_002,Gopalpur,HH_V_002_015,SRV_008,2025-01-15,4432,1,Self-grown,6,1,6,0,0,1,1,1,10,89
V_002,Gopalpur,HH_V_002_016,SRV_009,2025-01-15,5378,2,PDS/Ration,7,1,7,1,0,1,1,1,14,85
V_002,Gopalpur,HH_V_002_017,SRV_005,2025-01-15,7837,2,PDS/Ration,5,1,3,1,0,2,0,1,24,75
V_002,Gopalpur,HH_V_002_018,SRV_002,2025-01-15,9125,2,Self-grown,4,1,5,1,0,3,0,1,23,76
V_002,Gopalpur,HH_V_002_019,SRV_002,2025-01-15,7443,1,Self-grown,6,0,5,1,0,2,1,1,17,82
V_002,Gopalpur,HH_V_002_020,SRV_005,2025-01-15,6064,1,Self-grown,7,1,5,1,0,1,1,1,12,87
V_002,Gopalpur,HH_V_002_021,SRV_001,2025-01-15,5269,1,Self-grown,5,1,5,1,0,3,1,1,11,88
V_002,Gopalpur,HH_V_002_022,SRV_009,2025-01-15,5013,2,PDS/Ration,7,1,5,1,0,2,1,1,11,88
V_002,Gopalpur,HH_V_002_023,SRV_005,2025-01-15,1546,2,PDS/Ration,7,1,5,1,0,0,1,0,0,100
V_002,Gopalpur,HH_V_002_024,SRV_008,2025-01-15,9029,2,PDS/Ration,5,1,6,0,0,3,0,1,20,79
V_002,Gopalpur,HH_V_002_025,SRV_002,2025-01-15,4150,1,Self-grown,6,1,4,1,0,1,1,0,7,92
V_002,Gopalpur,HH_V_002_026,SRV_003,2025-01-15,2846,2,Self-grown,6,1,6,0,0,2,1,0,4,95
V_002,Gopalpur,HH_V_002_027,SRV_006,2025-01-15,2524,1,PDS/Ration,8,1,7,1,0,1,1,0,0,100
V_002,Gopalpur,HH_V_002_028,SRV_004,2025-01-15,7793,2,Self-grown,6,1,6,1,0,0,0,1,21,78
V_002,Gopalpur,HH_V_002_029,SRV_006,2025-01-15,8697,2,PDS/Ration,6,0,6,1,0,3,1,1,18,81
V_002,Gopalpur,HH_V_002_030,SRV_003,2025-01-15,980,2,Self-grown,8,1,7,1,0,3,1,0,0,100
V_002,Gopalpur,HH_V_002_031,SRV_008,2025-01-15,11982,2,PDS/Ration,5,1,7,0,0,3,0,1,28,71
V_002,Gopalpur,HH_V_002_032,SRV_002,2025-01-15,7644,2,PDS/Ration,4,0,4,1,0,0,0,1,23,76
V_002,Gopalpur,HH_V_002_033,SRV_003,2025-01-15,8489,1,PDS/Ration,5,1,5,1,0,1,1,1,18,81
V_002,Gopalpur,HH_V_002_034,SRV_005,2025-01-15,1345,1,PDS/Ration,6,1,4,1,0,3,1,0,3,96
V_002,Gopalpur,HH_V_002_035,SRV_004,2025-01-15,2418,2,PDS/Ration,8,1,5,0,0,0,1,0,0,100
V_002,Gopalpur,HH_V_002_036,SRV_008,2025-01-15,4221,1,Self-grown,5,1,4,1,0,0,1,1,10,89
V_002,Gopalpur,HH_V_002_037,SRV_009,2025-01-15,8038,2,PDS/Ration,6,0,4,1,0,1,1,1,15,84
V_002,Gopalpur,HH_V_002_038,SRV_001,2025-01-15,5520,1,Self-grown,7,0,6,1,0,3,1,1,13,86
V_002,Gopalpur,HH_V_002_039,SRV_001,2025-01-15,686,2,Self-grown,8,1,6,1,0,3,1,0,0,100
V_002,Gopalpur,HH_V_002_040,SRV_007,2025-01-15,12714,2,PDS/Ration,4,0,4,1,1,1,0,1,35,64
V_002,Gopalpur,HH_V_002_041,SRV_004,2025-01-15,10772,2,Self-grown,5,0,6,1,1,0,0,1,30,69
V_002,Gopalpur,HH_V_002_042,SRV_001,2025-01-15,745,1,Self-grown,7,1,6,1,0,1,1,0,0,99
V_002,Gopalpur,HH_V_002_043,SRV_006,2025-01-15,2099,2,PDS/Ration,7,1,6,1,0,3,1,0,0,100
V_002,Gopalpur,HH_V_002_044,SRV_007,2025-01-15,2647,1,PDS/Ration,5,1,6,1,0,1,1,0,0,99
V_002,Gopalpur,HH_V_002_045,SRV_002,2025-01-15,3448,1,Self-grown,5,0,6,1,0,2,1,0,4,95
V_002,Gopalpur,HH_V_002_046,SRV_008,2025-01-15,6245,1,Self-grown,7,1,8,1,0,1,1,1,15,84
V_002,Gopalpur,HH_V_002_047,SRV_002,2025-01-15,4538,1,PDS/Ration,7,0,4,1,0,3,1,0,7,92
V_002,Gopalpur,HH_V_002_048,SRV_001,2025-01-15,4969,1,Self-grown,6,1,5,1,0,0,1,0,8,91
V_002,Gopalpur,HH_V_002_049,SRV_003,2025-01-15,11753,2,Self-grown,6,0,4,1,0,0,0,1,28,71
V_002,Gopalpur,HH_V_002_050,SRV_005,2025-01-15,8319,1,PDS/Ration,5,1,5,1,0,0,1,1,19,80
V_002,Gopalpur,HH_V_002_051,SRV_003,2025-01-15,3758,2,Self-grown,7,1,5,1,0,3,1,0,8,91
V_002,Gopalpur,HH_V_002_052,SRV_004,2025-01-15,4274,2,PDS/Ration,6,1,6,1,0,3,1,0,6,93
V_002,Gopalpur,HH_V_002_053,SRV_005,2025-01-15,7916,2,Self-grown,4,1,7,1,0,0,1,1,16,83
V_002,Gopalpur,HH_V_002_054,SRV_003,2025-01-15,6937,2,PDS/Ration,7,1,7,1,0,2,1,1,13,86
V_002,Gopalpur,HH_V_002_055,SRV_004,2025-01-15,500,1,PDS/Ration,7,1,5,1,0,1,1,0,0,100
V_002,Gopalpur,HH_V_002_056,SRV_009,2025-01-15,500,1,Self-grown,8,1,6,1,0,3,1,0,0,100
V_002,Gopalpur,HH_V_002_057,SRV_004,2025-01-15,5737,2,Self-grown,7,1,4,1,0,2,1,1,13,86
V_002,Gopalpur,HH_V_002_058,SRV_001,2025-01-15,8177,1,Self-grown,5,0,5,1,0,1,1,1,16,83
V_002,Gopalpur,HH_V_002_059,SRV_005,2025-01-15,4280,1,Self-grown,6,1,6,0,0,2,1,0,5,94
V_002,Gopalpur,HH_V_002_060,SRV_009,2025-01-15,10097,2,Self-grown,5,1,4,1,0,0,0,1,23,76
V_002,Gopalpur,HH_V_002_061,SRV_007,2025-01-15,2903,2,PDS/Ration,7,1,7,1,0,3,1,0,0,100
V_002,Gopalpur,HH_V_002_062,SRV_004,2025-01-15,1364,1,PDS/Ration,8,1,4,0,0,0,1,0,0,100
V_002,Gopalpur,HH_V_002_063,SRV_008,2025-01-15,3583,2,PDS/Ration,5,1,4,1,0,1,1,0,1,98
V_002,Gopalpur,HH_V_002_064,SRV_005,2025-01-15,6839,2,PDS/Ration,5,1,6,1,0,2,1,1,14,85
V_002,Gopalpur,HH_V_002_065,SRV_002,2025-01-15,2129,1,Self-grown,5,1,6,1,0,0,1,0,0,99
V_002,Gopalpur,HH_V_002_066,SRV_006,2025-01-15,6386,2,Self-grown,5,1,4,1,0,1,1,1,11,88
V_002,Gopalpur,HH_V_002_067,SRV_008,2025-01-15,7480,1,PDS/Ration,4,1,4,1,0,3,1,1,16,83
V_002,Gopalpur,HH_V_002_068,SRV_008,2025-01-15,4464,1,Self-grown,5,1,5,1,0,1,1,1,10,89
V_002,Gopalpur,HH_V_002_069,SRV_003,2025-01-15,1044,2,PDS/Ration,8,1,5,1,0,2,1,0,0,100
V_002,Gopalpur,HH_V_002_070,SRV_008,2025-01-15,7392,2,PDS/Ration,4,1,5,1,0,3,0,1,23,76
V_002,Gopalpur,HH_V_002_071,SRV_005,2025-01-15,8213,2,PDS/Ration,5,1,7,1,0,2,1,1,16,83
V_002,Gopalpur,HH_V_002_072,SRV_004,2025-01-15,1694,1,PDS/Ration,8,1,6,1,0,0,1,0,0,100
V_002,Gopalpur,HH_V_002_073,SRV_004,2025-01-15,706,2,PDS/Ration,7,1,5,1,0,1,1,0,0,100
V_002,Gopalpur,HH_V_002_074,SRV_005,2025-01-15,8895,2,PDS/Ration,5,1,5,1,0,2,1,1,17,82
V_002,Gopalpur,HH_V_002_075,SRV_001,2025-01-15,6291,1,Self-grown,6,1,6,1,0,0,1,1,12,87
V_002,Gopalpur,HH_V_002_076,SRV_005,2025-01-15,6384,1,PDS/Ration,4,1,4,1,0,2,1,1,17,82
V_002,Gopalpur,HH_V_002_077,SRV_006,2025-01-15,5939,2,Self-grown,4,1,4,0,0,0,1,1,18,81
V_002,Gopalpur,HH_V_002_078,SRV_007,2025-01-15,9556,2,Self-grown,5,0,5,0,0,2,0,1,25,74
V_002,Gopalpur,HH_V_002_079,SRV_004,2025-01-15,11110,2,Self-grown,5,1,5,1,1,2,0,1,30,69
V_002,Gopalpur,HH_V_002_080,SRV_008,2025-01-15,2812,2,Self-grown,8,1,5,0,0,2,1,0,0,100
V_002,Gopalpur,HH_V_002_081,SRV_003,2025-01-15,2862,1,Self-grown,7,1,5,1,0,1,1,0,0,100
V_002,Gopalpur,HH_V_002_082,SRV_006,2025-01-15,3408,1,Self-grown,7,1,5,1,0,2,1,0,6,93
V_002,Gopalpur,HH_V_002_083,SRV_003,2025-01-15,2817,1,Self-grown,6,1,6,1,0,2,1,0,0,100
V_002,Gopalpur,HH_V_002_084,SRV_005,2025-01-15,2976,1,Self-grown,8,1,5,1,0,3,1,0,0,100
V_002,Gopalpur,HH_V_002_085,SRV_004,2025-01-15,5198,1,PDS/Ration,6,1,4,0,0,0,1,0,8,91
V_002,Gopalpur,HH_V_002_086,SRV_001,2025-01-15,5636,1,Self-grown,6,0,6,0,0,0,1,0,5,94
V_002,Gopalpur,HH_V_002_087,SRV_009,2025-01-15,3500,2,PDS/Ration,6,1,4,1,0,0,1,0,0,100
V_002,Gopalpur,HH_V_002_088,SRV_005,2025-01-15,4254,2,PDS/Ration,6,1,4,0,0,1,1,0,9,90
V_002,Gopalpur,HH_V_002_089,SRV_006,2025-01-15,8388,1,PDS/Ration,6,1,5,1,0,1,1,1,16,83
V_002,Gopalpur,HH_V_002_090,SRV_001,2025-01-15,3528,1,Self-grown,8,1,4,1,0,1,1,0,0,100
V_002,Gopalpur,HH_V_002_091,SRV_004,2025-01-15,10238,2,Self-grown,5,1,3,1,0,1,0,1,27,72
V_002,Gopalpur,HH_V_002_092,SRV_008,2025-01-15,5805,1,PDS/Ration,5,1,5,1,0,0,1,0,9,90
V_002,Gopalpur,HH_V_002_093,SRV_002,2025-01-15,4488,1,PDS/Ration,5,1,5,1,0,2,1,0,9,90
V_002,Gopalpur,HH_V_002_094,SRV_005,2025-01-15,1602,2,PDS/Ration,8,1,5,1,0,3,1,0,0,100
V_002,Gopalpur,HH_V_002_095,SRV_003,2025-01-15,6793,2,PDS/Ration,6,1,4,1,0,1,1,1,15,84
V_002,Gopalpur,HH_V_002_096,SRV_003,2025-01-15,7080,1,Self-grown,4,1,6,1,0,2,1,1,18,81
V_002,Gopalpur,HH_V_002_097,SRV_009,2025-01-15,14709,2,Self-grown,5,1,5,1,1,2,0,1,35,64
V_002,Gopalpur,HH_V_002_098,SRV_008,2025-01-15,6990,2,PDS/Ration,4,1,5,1,0,3,1,1,17,82
V_002,Gopalpur,HH_V_002_099,SRV_008,2025-01-15,2668,1,Self-grown,5,1,5,1,0,2,1,0,0,99
V_003,Kheda,HH_V_003_000,SRV_009,2025-01-15,21263,3,Market,3,0,5,1,1,0,0,1,63,36
V_003,Kheda,HH_V_003_001,SRV_003,2025-01-15,22147,3,Market,2,0,3,0,1,0,0,1,64,35
V_003,Kheda,HH_V_003_002,SRV_004,2025-01-15,20683,3,Market,2,0,4,1,1,0,0,1,61,38
V_003,Kheda,HH_V_003_003,SRV_002,2025-01-15,21102,3,Market,4,0,3,1,1,0,0,1,64,35
V_003,Kheda,HH_V_003_004,SRV_003,2025-01-15,15468,2,PDS/Ration,5,0,3,1,1,0,0,1,46,53
V_003,Kheda,HH_V_003_005,SRV_005,2025-01-15,23805,3,Market,3,0,2,1,1,0,0,1,70,29
V_003,Kheda,HH_V_003_006,SRV_008,2025-01-15,24525,3,Market,2,0,4,1,1,0,0,1,75,24
V_003,Kheda,HH_V_003_007,SRV_001,2025-01-15,24468,3,Market,1,0,3,1,1,0,0,1,72,27
V_003,Kheda,HH_V_003_008,SRV_005,2025-01-15,19111,3,Market,4,0,3,1,1,0,0,1,64,35
V_003,Kheda,HH_V_003_009,SRV_008,2025-01-15,17690,2,Market,4,0,5,0,1,0,0,1,51,48
V_003,Kheda,HH_V_003_010,SRV_009,2025-01-15,23227,3,Market,2,0,2,1,1,0,0,1,66,33
V_003,Kheda,HH_V_003_011,SRV_002,2025-01-15,21536,3,Market,3,0,4,1,1,0,0,1,67,32
V_003,Kheda,HH_V_003_012,SRV_009,2025-01-15,17702,2,Market,3,0,3,1,1,0,0,1,57,42
V_003,Kheda,HH_V_003_013,SRV_006,2025-01-15,26864,3,Market,1,0,3,1,1,0,0,1,85,14
V_003,Kheda,HH_V_003_014,SRV_008,2025-01-15,26020,3,Market,3,0,5,1,1,0,0,1,77,22
V_003,Kheda,HH_V_003_015,SRV_004,2025-01-15,25876,3,Market,3,0,5,0,1,0,0,1,83,16
V_003,Kheda,HH_V_003_016,SRV_006,2025-01-15,30459,3,Market,1,0,4,1,1,0,0,1,93,6
