village_id,village_name,household_id,surveyor_id,survey_date,school_age_children_count,enrolled_children_count,dropout_children_count,distance_to_school_km,illiterate_adults_count,total_adults_count,literate_females_count,total_females_count,highest_education_level_encoded,highest_education_level,midday_meal_access_yn,internet_access_yn,teachers_in_school,primary_school_nearby_yn,vulnerability_label
V_001,Bari,HH_V_001_045,SRV_007,2025-01-15,4,3,1,8,1,4,1,2,2,Secondary,1,0,6,1,49
V_001,Bari,HH_V_001_046,SRV_007,2025-01-15,0,0,0,12,2,4,0,2,1,Primary,0,0,3,0,74
V_001,Bari,HH_V_001_047,SRV_001,2025-01-15,2,0,2,14,3,4,0,2,0,None,0,0,2,0,89
V_001,Bari,HH_V_001_048,SRV_009,2025-01-15,3,1,2,14,3,4,0,2,0,None,1,0,2,0,87
V_001,Bari,HH_V_001_049,SRV_006,2025-01-15,1,0,1,11,2,4,0,2,1,Primary,0,0,3,0,73
V_001,Bari,HH_V_001_050,SRV_001,2025-01-15,4,2,2,11,2,4,0,2,1,Primary,1,0,3,0,70
V_001,Bari,HH_V_001_051,SRV_001,2025-01-15,4,3,1,16,4,4,0,2,0,None,1,0,1,0,100
V_001,Bari,HH_V_001_052,SRV_007,2025-01-15,3,0,3,12,3,4,0,2,0,None,0,0,3,0,77
V_001,Bari,HH_V_001_053,SRV_002,2025-01-15,3,1,2,10,2,4,0,2,1,Primary,1,0,4,1,64
V_001,Bari,HH_V_001_054,SRV_006,2025-01-15,2,1,1,11,2,4,0,2,1,Primary,1,0,3,0,72
V_001,Bari,HH_V_001_055,SRV_001,2025-01-15,4,2,2,13,3,4,0,2,0,None,1,0,2,0,85
V_001,Bari,HH_V_001_056,SRV_006,2025-01-15,2,1,1,12,3,4,0,2,0,None,1,0,3,0,76
V_001,Bari,HH_V_001_057,SRV_004,2025-01-15,1,0,1,12,3,4,0,2,0,None,0,0,3,0,76
V_001,Bari,HH_V_001_058,SRV_001,2025-01-15,0,0,0,14,3,4,0,2,0,None,0,0,1,0,91
V_001,Bari,HH_V_001_059,SRV_001,2025-01-15,2,1,1,13,3,4,0,2,0,None,1,0,2,0,80
V_001,Bari,HH_V_001_060,SRV_002,2025-01-15,4,2,2,10,2,4,0,2,1,Primary,1,0,4,1,65
V_001,Bari,HH_V_001_061,SRV_007,2025-01-15,0,0,0,7,1,4,1,2,2,Secondary,0,0,6,1,46
V_001,Bari,HH_V_001_062,SRV_004,2025-01-15,0,0,0,10,2,4,0,2,1,Primary,0,0,4,1,61
V_001,Bari,HH_V_001_063,SRV_003,2025-01-15,2,0,2,12,3,4,0,2,0,None,0,0,3,0,77
V_001,Bari,HH_V_001_064,SRV_008,2025-01-15,4,3,1,14,3,4,0,2,0,None,1,0,2,0,89
V_001,Bari,HH_V_001_065,SRV_002,2025-01-15,0,0,0,11,2,4,0,2,1,Primary,0,0,4,1,67
V_001,Bari,HH_V_001_066,SRV_008,2025-01-15,1,0,1,10,2,4,0,2,1,Primary,0,0,4,1,66
V_001,Bari,HH_V_001_067,SRV_008,2025-01-15,0,0,0,15,3,4,0,2,0,None,0,0,1,0,95
V_001,Bari,HH_V_001_068,SRV_005,2025-01-15,4,3,1,14,3,4,0,2,0,None,1,0,2,0,89
V_001,Bari,HH_V_001_069,SRV_009,2025-01-15,2,1,1,12,3,4,0,2,0,None,1,0,3,0,78
V_001,Bari,HH_V_001_070,SRV_003,2025-01-15,0,0,0,16,4,4,0,2,0,None,0,0,1,0,100
V_001,Bari,HH_V_001_071,SRV_001,2025-01-15,0,0,0,12,3,4,0,2,0,None,0,0,3,0,76
V_001,Bari,HH_V_001_072,SRV_001,2025-01-15,3,2,1,15,3,4,0,2,0,None,1,0,1,0,99
V_001,Bari,HH_V_001_073,SRV_006,2025-01-15,1,0,1,11,2,4,0,2,1,Primary,0,0,3,0,71
V_001,Bari,HH_V_001_074,SRV_005,2025-01-15,1,0,1,12,3,4,0,2,0,None,0,0,3,0,76
V_001,Bari,HH_V_001_075,SRV_001,2025-01-15,1,0,1,11,2,4,0,2,1,Primary,0,0,3,0,71
V_001,Bari,HH_V_001_076,SRV_009,2025-01-15,4,1,3,13,3,4,0,2,0,None,1,0,2,0,82
V_001,Bari,HH_V_001_077,SRV_006,2025-01-15,3,1,2,9,2,4,0,2,1,Primary,1,0,5,1,56
V_001,Bari,HH_V_001_078,SRV_004,2025-01-15,4,3,1,13,3,4,0,2,0,None,1,0,2,0,84
V_001,Bari,HH_V_001_079,SRV_006,2025-01-15,0,0,0,12,3,4,0,2,0,None,0,0,3,0,76
V_001,Bari,HH_V_001_080,SRV_002,2025-01-15,2,0,2,15,3,4,0,2,0,None,0,0,1,0,97
V_001,Bari,HH_V_001_081,SRV_004,2025-01-15,4,3,1,13,3,4,0,2,0,None,1,0,2,0,80
V_001,Bari,HH_V_001_082,SRV_005,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,1,0,91
V_001,Bari,HH_V_001_083,SRV_002,2025-01-15,3,0,3,16,4,4,0,2,0,None,0,0,1,0,100
V_001,Bari,HH_V_001_084,SRV_003,2025-01-15,0,0,0,13,3,4,0,2,0,None,0,0,2,0,86
V_001,Bari,HH_V_001_085,SRV_003,2025-01-15,4,1,3,13,3,4,0,2,0,None,1,0,2,0,82
V_001,Bari,HH_V_001_086,SRV_002,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,2,0,89
V_001,Bari,HH_V_001_087,SRV_006,2025-01-15,3,2,1,11,2,4,0,2,1,Primary,1,0,3,0,72
V_001,Bari,HH_V_001_088,SRV_004,2025-01-15,3,1,2,13,3,4,0,2,0,None,1,0,2,0,85
V_001,Bari,HH_V_001_089,SRV_004,2025-01-15,1,0,1,11,2,4,0,2,1,Primary,0,0,3,0,70
V_001,Bari,HH_V_001_090,SRV_003,2025-01-15,3,1,2,12,3,4,0,2,0,None,1,0,3,0,78
V_001,Bari,HH_V_001_091,SRV_007,2025-01-15,1,0,1,10,2,4,0,2,1,Primary,0,0,4,1,66
V_001,Bari,HH_V_001_092,SRV_004,2025-01-15,0,0,0,10,2,4,0,2,1,Primary,0,0,4,1,63
V_001,Bari,HH_V_001_093,SRV_002,2025-01-15,2,0,2,11,2,4,0,2,1,Primary,0,0,4,1,68
V_001,Bari,HH_V_001_094,SRV_008,2025-01-15,2,0,2,16,4,4,0,2,0,None,0,0,1,0,100
V_001,Bari,HH_V_001_095,SRV_002,2025-01-15,1,0,1,15,3,4,0,2,0,None,0,0,1,0,99
V_001,Bari,HH_V_001_096,SRV_008,2025-01-15,3,0,3,11,2,4,0,2,1,Primary,0,0,4,1,68
V_001,Bari,HH_V_001_097,SRV_003,2025-01-15,1,0,1,11,2,4,0,2,1,Primary,0,0,3,0,72
V_001,Bari,HH_V_001_098,SRV_009,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,1,0,92
V_001,Bari,HH_V_001_099,SRV_004,2025-01-15,4,3,1,9,2,4,0,2,1,Primary,1,0,5,1,56
V_002,Gopalpur,HH_V_002_000,SRV_001,2025-01-15,1,0,1,15,3,4,0,2,0,None,0,0,1,0,96
V_002,Gopalpur,HH_V_002_001,SRV_004,2025-01-15,1,0,1,13,3,4,0,2,0,None,0,0,2,0,84
V_002,Gopalpur,HH_V_002_002,SRV_006,2025-01-15,1,0,1,13,3,4,0,2,0,None,0,0,2,0,81
V_002,Gopalpur,HH_V_002_003,SRV_004,2025-01-15,4,2,2,16,4,4,0,2,0,None,1,0,1,0,100
V_002,Gopalpur,HH_V_002_004,SRV_009,2025-01-15,4,3,1,12,3,4,0,2,0,None,1,0,3,0,77
V_002,Gopalpur,HH_V_002_005,SRV_003,2025-01-15,0,0,0,11,2,4,0,2,1,Primary,0,0,4,1,67
V_002,Gopalpur,HH_V_002_006,SRV_002,2025-01-15,2,1,1,16,4,4,0,2,0,None,1,0,1,0,100
V_002,Gopalpur,HH_V_002_007,SRV_008,2025-01-15,3,2,1,10,2,4,0,2,1,Primary,1,0,4,1,65
V_002,Gopalpur,HH_V_002_008,SRV_009,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,1,0,90
V_002,Gopalpur,HH_V_002_009,SRV_008,2025-01-15,0,0,0,15,3,4,0,2,0,None,0,0,1,0,99
V_002,Gopalpur,HH_V_002_010,SRV_007,2025-01-15,0,0,0,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_011,SRV_005,2025-01-15,4,0,4,14,3,4,0,2,0,None,0,0,1,0,90
V_002,Gopalpur,HH_V_002_012,SRV_008,2025-01-15,2,1,1,15,3,4,0,2,0,None,1,0,1,0,98
V_002,Gopalpur,HH_V_002_013,SRV_005,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,2,0,88
V_002,Gopalpur,HH_V_002_014,SRV_007,2025-01-15,0,0,0,15,3,4,0,2,0,None,0,0,1,0,93
V_002,Gopalpur,HH_V_002_015,SRV_008,2025-01-15,2,0,2,14,3,4,0,2,0,None,0,0,2,0,89
V_002,Gopalpur,HH_V_002_016,SRV_009,2025-01-15,2,1,1,13,3,4,0,2,0,None,1,0,2,0,85
V_002,Gopalpur,HH_V_002_017,SRV_005,2025-01-15,4,1,3,12,3,4,0,2,0,None,1,0,3,0,75
V_002,Gopalpur,HH_V_002_018,SRV_002,2025-01-15,4,3,1,12,3,4,0,2,0,None,1,0,3,0,76
V_002,Gopalpur,HH_V_002_019,SRV_002,2025-01-15,2,1,1,13,3,4,0,2,0,None,1,0,2,0,82
V_002,Gopalpur,HH_V_002_020,SRV_005,2025-01-15,0,0,0,14,3,4,0,2,0,None,0,0,2,0,87
V_002,Gopalpur,HH_V_002_021,SRV_001,2025-01-15,3,2,1,14,3,4,0,2,0,None,1,0,2,0,88
V_002,Gopalpur,HH_V_002_022,SRV_009,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,2,0,88
V_002,Gopalpur,HH_V_002_023,SRV_005,2025-01-15,3,1,2,16,4,4,0,2,0,None,1,0,1,0,100
V_002,Gopalpur,HH_V_002_024,SRV_008,2025-01-15,4,2,2,12,3,4,0,2,0,None,1,0,3,0,79
V_002,Gopalpur,HH_V_002_025,SRV_002,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,1,0,92
V_002,Gopalpur,HH_V_002_026,SRV_003,2025-01-15,3,2,1,15,3,4,0,2,0,None,1,0,1,0,95
V_002,Gopalpur,HH_V_002_027,SRV_006,2025-01-15,0,0,0,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_028,SRV_004,2025-01-15,0,0,0,12,3,4,0,2,0,None,0,0,3,0,78
V_002,Gopalpur,HH_V_002_029,SRV_006,2025-01-15,4,2,2,13,3,4,0,2,0,None,1,0,2,0,81
V_002,Gopalpur,HH_V_002_030,SRV_003,2025-01-15,0,0,0,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_031,SRV_008,2025-01-15,4,1,3,11,2,4,0,2,1,Primary,1,0,3,0,71
V_002,Gopalpur,HH_V_002_032,SRV_002,2025-01-15,3,0,3,12,3,4,0,2,0,None,0,0,3,0,76
V_002,Gopalpur,HH_V_002_033,SRV_003,2025-01-15,3,2,1,13,3,4,0,2,0,None,1,0,2,0,81
V_002,Gopalpur,HH_V_002_034,SRV_005,2025-01-15,4,0,4,15,3,4,0,2,0,None,0,0,1,0,96
V_002,Gopalpur,HH_V_002_035,SRV_004,2025-01-15,3,2,1,16,4,4,0,2,0,None,1,0,1,0,100
V_002,Gopalpur,HH_V_002_036,SRV_008,2025-01-15,3,2,1,14,3,4,0,2,0,None,1,0,2,0,89
V_002,Gopalpur,HH_V_002_037,SRV_009,2025-01-15,1,0,1,13,3,4,0,2,0,None,0,0,2,0,84
V_002,Gopalpur,HH_V_002_038,SRV_001,2025-01-15,4,1,3,14,3,4,0,2,0,None,1,0,2,0,86
V_002,Gopalpur,HH_V_002_039,SRV_001,2025-01-15,4,0,4,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_040,SRV_007,2025-01-15,1,0,1,10,2,4,0,2,1,Primary,0,0,4,1,64
V_002,Gopalpur,HH_V_002_041,SRV_004,2025-01-15,4,1,3,11,2,4,0,2,1,Primary,1,0,4,1,69
V_002,Gopalpur,HH_V_002_042,SRV_001,2025-01-15,0,0,0,15,3,4,0,2,0,None,0,0,1,0,99
V_002,Gopalpur,HH_V_002_043,SRV_006,2025-01-15,0,0,0,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_044,SRV_007,2025-01-15,4,2,2,15,3,4,0,2,0,None,1,0,1,0,99
V_002,Gopalpur,HH_V_002_045,SRV_002,2025-01-15,2,0,2,15,3,4,0,2,0,None,0,0,1,0,95
V_002,Gopalpur,HH_V_002_046,SRV_008,2025-01-15,3,2,1,13,3,4,0,2,0,None,1,0,2,0,84
V_002,Gopalpur,HH_V_002_047,SRV_002,2025-01-15,0,0,0,14,3,4,0,2,0,None,0,0,1,0,92
V_002,Gopalpur,HH_V_002_048,SRV_001,2025-01-15,3,2,1,14,3,4,0,2,0,None,1,0,1,0,91
V_002,Gopalpur,HH_V_002_049,SRV_003,2025-01-15,1,0,1,11,2,4,0,2,1,Primary,0,0,3,0,71
V_002,Gopalpur,HH_V_002_050,SRV_005,2025-01-15,1,0,1,13,3,4,0,2,0,None,0,0,2,0,80
V_002,Gopalpur,HH_V_002_051,SRV_003,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,1,0,91
V_002,Gopalpur,HH_V_002_052,SRV_004,2025-01-15,4,3,1,15,3,4,0,2,0,None,1,0,1,0,93
V_002,Gopalpur,HH_V_002_053,SRV_005,2025-01-15,4,0,4,13,3,4,0,2,0,None,0,0,2,0,83
V_002,Gopalpur,HH_V_002_054,SRV_003,2025-01-15,4,0,4,14,3,4,0,2,0,None,0,0,2,0,86
V_002,Gopalpur,HH_V_002_055,SRV_004,2025-01-15,2,1,1,16,4,4,0,2,0,None,1,0,1,0,100
V_002,Gopalpur,HH_V_002_056,SRV_009,2025-01-15,1,0,1,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_057,SRV_004,2025-01-15,3,1,2,14,3,4,0,2,0,None,1,0,2,0,86
V_002,Gopalpur,HH_V_002_058,SRV_001,2025-01-15,4,3,1,13,3,4,0,2,0,None,1,0,2,0,83
V_002,Gopalpur,HH_V_002_059,SRV_005,2025-01-15,0,0,0,15,3,4,0,2,0,None,0,0,1,0,94
V_002,Gopalpur,HH_V_002_060,SRV_009,2025-01-15,1,0,1,12,3,4,0,2,0,None,0,0,3,0,76
V_002,Gopalpur,HH_V_002_061,SRV_007,2025-01-15,3,0,3,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_062,SRV_004,2025-01-15,4,3,1,16,4,4,0,2,0,None,1,0,1,0,100
V_002,Gopalpur,HH_V_002_063,SRV_008,2025-01-15,0,0,0,15,3,4,0,2,0,None,0,0,1,0,98
V_002,Gopalpur,HH_V_002_064,SRV_005,2025-01-15,4,1,3,13,3,4,0,2,0,None,1,0,2,0,85
V_002,Gopalpur,HH_V_002_065,SRV_002,2025-01-15,3,1,2,15,3,4,0,2,0,None,1,0,1,0,99
V_002,Gopalpur,HH_V_002_066,SRV_006,2025-01-15,4,0,4,14,3,4,0,2,0,None,0,0,2,0,88
V_002,Gopalpur,HH_V_002_067,SRV_008,2025-01-15,1,0,1,13,3,4,0,2,0,None,0,0,2,0,83
V_002,Gopalpur,HH_V_002_068,SRV_008,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,2,0,89
V_002,Gopalpur,HH_V_002_069,SRV_003,2025-01-15,4,1,3,16,4,4,0,2,0,None,1,0,1,0,100
V_002,Gopalpur,HH_V_002_070,SRV_008,2025-01-15,0,0,0,12,3,4,0,2,0,None,0,0,3,0,76
V_002,Gopalpur,HH_V_002_071,SRV_005,2025-01-15,1,0,1,13,3,4,0,2,0,None,0,0,2,0,83
V_002,Gopalpur,HH_V_002_072,SRV_004,2025-01-15,4,0,4,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_073,SRV_004,2025-01-15,1,0,1,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_074,SRV_005,2025-01-15,3,0,3,13,3,4,0,2,0,None,0,0,2,0,82
V_002,Gopalpur,HH_V_002_075,SRV_001,2025-01-15,3,1,2,14,3,4,0,2,0,None,1,0,2,0,87
V_002,Gopalpur,HH_V_002_076,SRV_005,2025-01-15,1,0,1,13,3,4,0,2,0,None,0,0,2,0,82
V_002,Gopalpur,HH_V_002_077,SRV_006,2025-01-15,0,0,0,13,3,4,0,2,0,None,0,0,2,0,81
V_002,Gopalpur,HH_V_002_078,SRV_007,2025-01-15,3,0,3,12,2,4,0,2,1,Primary,0,0,3,0,74
V_002,Gopalpur,HH_V_002_079,SRV_004,2025-01-15,4,3,1,11,2,4,0,2,1,Primary,1,0,4,1,69
V_002,Gopalpur,HH_V_002_080,SRV_008,2025-01-15,2,0,2,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_081,SRV_003,2025-01-15,3,2,1,16,4,4,0,2,0,None,1,0,1,0,100
V_002,Gopalpur,HH_V_002_082,SRV_006,2025-01-15,4,2,2,15,3,4,0,2,0,None,1,0,1,0,93
V_002,Gopalpur,HH_V_002_083,SRV_003,2025-01-15,2,0,2,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_084,SRV_005,2025-01-15,1,0,1,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_085,SRV_004,2025-01-15,4,2,2,14,3,4,0,2,0,None,1,0,1,0,91
V_002,Gopalpur,HH_V_002_086,SRV_001,2025-01-15,1,0,1,15,3,4,0,2,0,None,0,0,1,0,94
V_002,Gopalpur,HH_V_002_087,SRV_009,2025-01-15,1,0,1,16,4,4,0,2,0,None,0,0,1,0,100
V_002,Gopalpur,HH_V_002_088,SRV_005,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,1,0,90
V_002,Gopalpur,HH_V_002_089,SRV_006,2025-01-15,4,1,3,13,3,4,0,2,0,None,1,0,2,0,83
V_002,Gopalpur,HH_V_002_090,SRV_001,2025-01-15,2,1,1,16,4,4,0,2,0,None,1,0,1,0,100
V_002,Gopalpur,HH_V_002_091,SRV_004,2025-01-15,0,0,0,11,2,4,0,2,1,Primary,0,0,3,0,72
V_002,Gopalpur,HH_V_002_092,SRV_008,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,1,0,90
V_002,Gopalpur,HH_V_002_093,SRV_002,2025-01-15,2,1,1,14,3,4,0,2,0,None,1,0,1,0,90
V_002,Gopalpur,HH_V_002_094,SRV_005,2025-01-15,2,1,1,16,4,4,0,2,0,None,1,0,1,0,100
V_002,Gopalpur,HH_V_002_095,SRV_003,2025-01-15,2,1,1,13,3,4,0,2,0,None,1,0,2,0,84
V_002,Gopalpur,HH_V_002_096,SRV_003,2025-01-15,4,3,1,13,3,4,0,2,0,None,1,0,2,0,81
V_002,Gopalpur,HH_V_002_097,SRV_009,2025-01-15,2,1,1,10,2,4,0,2,1,Primary,1,0,4,1,64
V_002,Gopalpur,HH_V_002_098,SRV_008,2025-01-15,0,0,0,13,3,4,0,2,0,None,0,0,2,0,82
V_002,Gopalpur,HH_V_002_099,SRV_008,2025-01-15,0,0,0,15,3,4,0,2,0,None,0,0,1,0,99
V_003,Kheda,HH_V_003_000,SRV_009,2025-01-15,3,2,1,6,1,4,1,2,2,Secondary,1,0,7,1,36
V_003,Kheda,HH_V_003_001,SRV_003,2025-01-15,1,0,1,6,1,4,1,2,2,Secondary,0,0,7,1,35
V_003,Kheda,HH_V_003_002,SRV_004,2025-01-15,3,2,1,6,1,4,1,2,2,Secondary,1,0,7,1,38
V_003,Kheda,HH_V_003_003,SRV_002,2025-01-15,4,3,1,6,1,4,1,2,2,Secondary,1,0,7,1,35
V_003,Kheda,HH_V_003_004,SRV_003,2025-01-15,1,0,1,9,2,4,0,2,1,Primary,0,0,5,1,53
V_003,Kheda,HH_V_003_005,SRV_005,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,1,8,1,29
V_003,Kheda,HH_V_003_006,SRV_008,2025-01-15,2,1,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,24
V_003,Kheda,HH_V_003_007,SRV_001,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,1,8,1,27
V_003,Kheda,HH_V_003_008,SRV_005,2025-01-15,1,0,1,6,1,4,1,2,2,Secondary,0,0,7,1,35
V_003,Kheda,HH_V_003_009,SRV_008,2025-01-15,0,0,0,8,1,4,1,2,2,Secondary,0,0,6,1,48
V_003,Kheda,HH_V_003_010,SRV_009,2025-01-15,1,0,1,5,1,4,1,2,2,Secondary,0,0,7,1,33
V_003,Kheda,HH_V_003_011,SRV_002,2025-01-15,3,2,1,5,1,4,1,2,2,Secondary,1,0,7,1,32
V_003,Kheda,HH_V_003_012,SRV_009,2025-01-15,3,2,1,7,1,4,1,2,2,Secondary,1,0,6,1,42
V_003,Kheda,HH_V_003_013,SRV_006,2025-01-15,4,3,1,3,0,4,1,2,3,Higher Secondary,1,1,9,1,14
V_003,Kheda,HH_V_003_014,SRV_008,2025-01-15,3,2,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,22
V_003,Kheda,HH_V_003_015,SRV_004,2025-01-15,0,0,0,3,0,4,1,2,3,Higher Secondary,0,1,9,1,16
V_003,Kheda,HH_V_003_016,SRV_006,2025-01-15,1,0,1,1,0,4,1,2,3,Higher Secondary,0,1,10,1,6
V_003,Kheda,HH_V_003_017,SRV_003,2025-01-15,3,2,1,5,1,4,1,2,2,Secondary,1,0,7,1,33
V_003,Kheda,HH_V_003_018,SRV_008,2025-01-15,3,2,1,3,0,4,1,2,3,Higher Secondary,1,1,9,1,13
